datetime (UTC),"coordinates (lat,lon)",model (name),model elevation (surface),utc_offset (hrs),temperature (degC),wind_speed (m/s),surface_solar_radiation (W/m^2)
2022-06-10 14:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,18.54,4.60,314.48
2022-06-10 15:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,18.63,4.27,369.91
2022-06-10 16:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,18.34,4.06,342.29
2022-06-10 17:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,17.83,4.01,236.67
2022-06-10 18:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,17.10,3.78,144.21
2022-06-10 19:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,16.10,3.49,57.25
2022-06-10 20:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,14.65,3.29,15.22
2022-06-10 21:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,13.11,2.89,0.00
2022-06-10 22:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,11.63,2.94,0.00
2022-06-10 23:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,11.14,3.10,0.00
2022-06-11 00:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,10.57,3.07,0.00
2022-06-11 01:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,10.34,2.97,0.00
2022-06-11 02:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,10.37,2.73,0.01
2022-06-11 03:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,11.36,2.70,19.27
2022-06-11 04:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,13.14,2.62,80.91
2022-06-11 05:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,14.59,2.86,147.15
2022-06-11 06:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,15.80,3.80,219.72
2022-06-11 07:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,17.02,3.84,287.35
2022-06-11 08:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,17.47,3.72,315.84
2022-06-11 09:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,18.06,3.88,382.05
2022-06-11 10:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,18.50,3.79,349.53
2022-06-11 11:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,19.18,4.41,315.56
2022-06-11 12:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,19.93,4.34,454.32
2022-06-11 13:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,20.39,4.28,487.80
2022-06-11 14:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,20.63,4.30,475.30
2022-06-11 15:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,20.82,4.28,460.90
2022-06-11 16:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,20.65,4.25,380.04
2022-06-11 17:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,20.54,3.95,309.64
2022-06-11 18:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,19.77,3.20,202.51
2022-06-11 19:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,17.61,2.88,76.24
2022-06-11 20:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,15.27,2.88,16.71
2022-06-11 21:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,13.69,3.29,0.00
2022-06-11 22:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,12.98,3.73,0.00
2022-06-11 23:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,12.19,3.72,0.00
2022-06-12 00:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,11.85,3.67,0.00
2022-06-12 01:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,11.26,3.55,0.00
2022-06-12 02:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,11.28,3.51,0.01
2022-06-12 03:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,11.39,3.63,22.01
2022-06-12 04:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,12.57,3.21,97.97
2022-06-12 05:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,13.80,4.73,205.89
2022-06-12 06:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,14.95,5.37,313.16
2022-06-12 07:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,15.96,5.51,320.65
2022-06-12 08:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,16.89,5.62,404.94
2022-06-12 09:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,17.64,5.77,576.12
2022-06-12 10:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,18.71,5.04,616.12
2022-06-12 11:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,18.09,5.07,518.43
2022-06-12 12:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,17.77,5.83,523.63
2022-06-12 13:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,17.86,5.70,551.74
2022-06-12 14:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,17.78,5.71,502.07
2022-06-12 15:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,17.55,5.10,355.80
2022-06-12 16:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,16.71,5.64,390.91
2022-06-12 17:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,16.06,5.34,244.15
2022-06-12 18:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,15.51,4.75,169.65
2022-06-12 19:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,14.65,4.58,79.64
2022-06-12 20:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,13.56,4.60,17.12
2022-06-12 21:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,12.70,4.58,0.00
2022-06-12 22:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,11.93,4.89,0.00
2022-06-12 23:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,11.46,4.58,0.00
2022-06-13 00:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,11.05,4.35,0.00
2022-06-13 01:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,10.92,4.16,0.00
2022-06-13 02:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,10.48,4.05,0.01
2022-06-13 03:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,10.99,3.94,18.60
2022-06-13 04:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,11.79,4.15,79.88
2022-06-13 05:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,12.52,4.61,154.88
2022-06-13 06:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,13.17,4.54,236.41
2022-06-13 07:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,14.00,4.36,386.08
2022-06-13 08:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,14.88,4.51,472.25
2022-06-13 09:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,15.42,4.54,589.27
2022-06-13 10:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,16.64,3.70,678.86
2022-06-13 11:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,17.03,4.01,678.52
2022-06-13 12:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,17.53,4.21,685.15
2022-06-13 13:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,17.31,4.33,620.17
2022-06-13 14:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,17.52,4.58,588.16
2022-06-13 15:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,17.00,4.73,481.16
2022-06-13 16:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,16.88,4.90,388.60
2022-06-13 17:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,16.83,4.72,292.57
2022-06-13 18:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,16.14,3.94,170.48
2022-06-13 19:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,15.03,3.60,78.13
2022-06-13 20:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,13.75,3.78,16.66
2022-06-13 21:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,12.52,3.89,0.00
2022-06-13 22:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,11.87,3.70,0.00
2022-06-13 23:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,11.06,3.87,0.00
2022-06-14 00:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,10.45,3.94,0.00
2022-06-14 01:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,9.82,3.56,0.00
2022-06-14 02:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,9.68,3.31,0.01
2022-06-14 03:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,10.27,3.41,23.18
2022-06-14 04:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,11.77,3.32,101.54
2022-06-14 05:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,13.28,3.54,213.20
2022-06-14 06:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,15.02,3.63,332.90
2022-06-14 07:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,16.78,3.63,485.23
2022-06-14 08:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,18.27,3.71,598.37
2022-06-14 09:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,19.49,3.70,675.49
2022-06-14 10:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,20.21,2.44,743.20
2022-06-14 11:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,20.57,2.64,731.61
2022-06-14 12:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,20.60,3.27,729.06
2022-06-14 13:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,19.82,3.55,610.58
2022-06-14 14:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,19.70,3.73,538.69
2022-06-14 15:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,19.05,2.86,388.03
2022-06-14 16:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,18.87,1.42,326.81
2022-06-14 17:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,18.03,0.77,245.53
2022-06-14 18:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,17.57,0.96,185.91
2022-06-14 19:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,16.12,1.17,87.37
2022-06-14 20:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,14.36,1.74,17.60
2022-06-14 21:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,13.34,2.28,0.00
2022-06-14 22:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,12.38,2.88,0.00
2022-06-14 23:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,11.50,3.25,0.00
2022-06-15 00:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,10.95,3.14,0.00
2022-06-15 01:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,10.32,2.96,0.00
2022-06-15 02:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,9.97,2.83,0.01
2022-06-15 03:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,10.64,2.83,22.33
2022-06-15 04:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,12.33,2.63,95.93
2022-06-15 05:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,13.87,2.52,202.43
2022-06-15 06:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,15.27,2.29,321.17
2022-06-15 07:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,17.08,2.00,474.59
2022-06-15 08:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,18.42,1.71,596.35
2022-06-15 09:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,19.33,1.66,669.40
2022-06-15 10:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,20.10,1.21,680.37
2022-06-15 11:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,20.70,1.50,697.74
2022-06-15 12:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,20.84,1.56,622.97
2022-06-15 13:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,21.28,1.54,582.35
2022-06-15 14:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,21.89,1.88,592.96
2022-06-15 15:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,21.53,2.39,465.53
2022-06-15 16:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,21.16,2.62,336.23
2022-06-15 17:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,20.59,2.67,220.96
2022-06-15 18:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,19.21,2.81,112.82
2022-06-15 19:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,17.62,2.63,66.55
2022-06-15 20:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,16.30,2.64,11.44
2022-06-15 21:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,15.46,3.05,0.00
2022-06-15 22:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,14.49,3.11,0.00
2022-06-15 23:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,14.05,2.78,0.00
2022-06-16 00:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,13.39,2.41,0.00
2022-06-16 01:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,12.85,2.36,0.00
2022-06-16 02:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,12.61,2.35,0.01
2022-06-16 03:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,12.80,2.63,17.60
2022-06-16 04:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,13.31,2.70,76.17
2022-06-16 05:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,14.27,2.84,179.16
2022-06-16 06:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,15.28,2.80,291.41
2022-06-16 07:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,16.40,2.53,362.15
2022-06-16 08:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,17.26,2.43,395.13
2022-06-16 09:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,18.07,2.29,418.86
2022-06-16 10:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,18.03,2.13,499.25
2022-06-16 11:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,19.17,1.93,657.88
2022-06-16 12:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,19.63,1.84,697.32
2022-06-16 13:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,19.37,1.92,565.44
2022-06-16 14:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,19.60,2.23,486.89
2022-06-16 15:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,19.23,2.76,376.35
2022-06-16 16:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,18.78,3.09,329.08
2022-06-16 17:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,18.67,2.79,228.62
2022-06-16 18:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,17.76,2.46,149.26
2022-06-16 19:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,17.19,1.79,77.71
2022-06-16 20:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,16.01,1.65,15.01
2022-06-16 21:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,14.45,1.88,0.00
2022-06-16 22:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,11.47,1.85,0.00
2022-06-16 23:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,10.37,2.47,0.00
2022-06-17 00:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,10.05,2.36,0.00
2022-06-17 01:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,10.08,2.46,0.00
2022-06-17 02:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,10.15,2.17,0.02
2022-06-17 03:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,11.01,2.58,21.09
2022-06-17 04:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,12.85,2.13,92.91
2022-06-17 05:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,15.26,0.96,209.60
2022-06-17 06:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,17.21,1.03,336.71
2022-06-17 07:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,18.67,1.55,469.69
2022-06-17 08:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,20.08,1.81,574.40
2022-06-17 09:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,21.29,2.42,684.21
2022-06-17 10:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,22.44,2.61,664.61
2022-06-17 11:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,22.57,2.84,526.09
2022-06-17 12:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,23.14,2.93,553.07
2022-06-17 13:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,23.63,3.12,538.52
2022-06-17 14:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,23.57,4.02,452.64
2022-06-17 15:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,22.99,4.46,302.41
2022-06-17 16:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,22.49,4.23,255.12
2022-06-17 17:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,21.32,4.73,228.53
2022-06-17 18:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,19.79,4.61,117.56
2022-06-17 19:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,18.71,3.89,48.96
2022-06-17 20:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,17.58,3.66,11.18
2022-06-17 21:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,16.70,3.20,0.00
2022-06-17 22:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,15.02,3.42,0.00
2022-06-17 23:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,14.08,3.96,0.00
2022-06-18 00:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,13.69,4.55,0.00
2022-06-18 01:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,13.75,4.52,0.00
2022-06-18 02:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,13.76,4.42,0.00
2022-06-18 03:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,13.94,4.49,2.66
2022-06-18 04:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,14.35,4.62,21.24
2022-06-18 05:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,14.94,4.45,52.26
2022-06-18 06:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,15.96,4.69,120.87
2022-06-18 07:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,16.68,5.69,279.51
2022-06-18 08:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,17.20,6.12,351.78
2022-06-18 09:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,17.90,6.13,469.87
2022-06-18 10:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,18.53,5.12,467.72
2022-06-18 11:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,19.92,5.03,615.92
2022-06-18 12:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,20.93,5.62,768.30
2022-06-18 13:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,21.71,6.49,748.24
2022-06-18 14:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,21.99,6.96,704.37
2022-06-18 15:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,21.58,7.20,605.45
2022-06-18 16:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,20.62,6.82,485.00
2022-06-18 17:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,19.21,6.70,352.25
2022-06-18 18:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,17.77,6.23,218.44
2022-06-18 19:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,16.21,5.79,101.14
2022-06-18 20:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,14.50,5.75,21.95
2022-06-18 21:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,13.36,5.50,0.00
2022-06-18 22:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,12.18,5.17,0.00
2022-06-18 23:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,11.47,5.16,0.00
2022-06-19 00:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,10.86,4.90,0.00
2022-06-19 01:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,10.36,4.44,0.00
2022-06-19 02:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,9.98,4.63,0.02
2022-06-19 03:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,10.46,4.44,20.47
2022-06-19 04:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,11.47,3.63,85.09
2022-06-19 05:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,12.55,4.51,171.62
2022-06-19 06:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,13.58,4.01,277.64
2022-06-19 07:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,14.23,3.72,218.45
2022-06-19 08:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,15.07,3.73,362.47
2022-06-19 09:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,15.62,3.89,587.74
2022-06-19 10:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,16.26,3.59,462.18
2022-06-19 11:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,17.42,4.17,667.60
2022-06-19 12:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,17.83,4.23,587.86
2022-06-19 13:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,18.42,3.86,612.94
2022-06-19 14:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,18.73,4.32,568.45
2022-06-19 15:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,19.11,3.50,520.44
2022-06-19 16:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,18.87,3.58,414.22
2022-06-19 17:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,18.35,3.22,327.40
2022-06-19 18:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,17.69,2.41,210.26
2022-06-19 19:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,16.00,2.25,101.61
2022-06-19 20:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,13.11,2.51,23.11
2022-06-19 21:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,11.89,2.91,0.00
2022-06-19 22:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,10.62,3.11,0.00
2022-06-19 23:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,9.46,3.15,0.00
2022-06-20 00:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,8.91,3.23,0.00
2022-06-20 01:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,8.43,2.95,0.00
2022-06-20 02:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,8.62,2.79,0.01
2022-06-20 03:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,9.34,2.54,18.96
2022-06-20 04:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,10.90,2.20,88.85
2022-06-20 05:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,13.42,2.16,205.55
2022-06-20 06:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,14.84,2.18,324.68
2022-06-20 07:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,15.68,2.03,408.48
2022-06-20 08:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,16.57,1.86,518.42
2022-06-20 09:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,17.44,1.67,615.14
2022-06-20 10:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,17.92,2.00,676.85
2022-06-20 11:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,18.07,2.26,750.99
2022-06-20 12:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,17.74,2.78,681.13
2022-06-20 13:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,16.14,3.09,622.52
2022-06-20 14:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,17.14,2.31,602.66
2022-06-20 15:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,17.08,1.89,419.92
2022-06-20 16:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,16.17,1.91,291.97
2022-06-20 17:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,15.16,1.80,223.89
2022-06-20 18:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,13.95,0.88,123.94
2022-06-20 19:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,13.47,0.47,52.61
2022-06-20 20:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,11.45,1.28,14.79
2022-06-20 21:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,9.88,1.45,0.00
2022-06-20 22:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,9.21,2.03,0.00
2022-06-20 23:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,8.37,1.87,0.00
2022-06-21 00:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,8.30,2.23,0.00
2022-06-21 01:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,8.10,1.61,0.00
2022-06-21 02:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,7.86,1.29,0.01
2022-06-21 03:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,8.74,1.23,23.56
2022-06-21 04:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,10.97,1.59,93.69
2022-06-21 05:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,13.53,1.36,200.70
2022-06-21 06:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,15.32,1.01,314.42
2022-06-21 07:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,17.01,1.19,429.42
2022-06-21 08:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,18.44,1.40,567.65
2022-06-21 09:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,19.56,1.60,642.80
2022-06-21 10:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,20.76,1.81,677.00
2022-06-21 11:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,21.65,1.92,694.41
2022-06-21 12:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,22.33,2.19,701.89
2022-06-21 13:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,22.55,2.60,490.30
2022-06-21 14:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,23.03,2.77,500.63
2022-06-21 15:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,23.26,3.02,448.70
2022-06-21 16:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,23.50,3.07,347.79
2022-06-21 17:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,22.91,2.71,240.76
2022-06-21 18:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,20.94,2.85,191.14
2022-06-21 19:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,19.06,3.48,69.93
2022-06-21 20:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,17.55,3.64,16.21
2022-06-21 21:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,16.32,3.38,0.00
2022-06-21 22:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,15.02,3.08,0.00
2022-06-21 23:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,14.44,3.18,0.00
2022-06-22 00:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,14.26,3.15,0.00
2022-06-22 01:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,14.06,3.15,0.00
2022-06-22 02:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,13.83,3.09,0.01
2022-06-22 03:00:00,"(58.409814, 15.624525)",era5,94.54,1.00,13.85,3.11,7.80
